CODE,SALE,LOCATION,ADDRESS,LATITUDE,LONGITUDE,BRAND,DISTRICT,DATE
1117,20813.47,FC AMBALANGODA,"98 A , New Road , Ambalangoda .",6.2441521,80.0590804,Cargills,Galle,03-03-2025
1120,21258.68,FC ANURADHAPURA,"248 , Main street , Anuradhapura .",8.3316899,80.4091268,Cargills,Anuradhapura,03-03-2025
1121,23949.91,FC GALLE,"24 & 26 ,  Gamini  Mawatha , Galle .",6.0333366,80.2154182,Cargills,Galle,03-03-2025
1124,11275.59,FC MATALE,"99 A , King  Street , Mathale",7.467465,80.6234161,Cargills,Matale,03-03-2025
1125,16197.46,FC BADULLA,"18 , Dharmadutha Road, Badulla .",6.9880291,81.0599529,Cargills,Badulla,03-03-2025
1130,40041.92,FC MOUNT LAVINIA STC,"270 , Galle  Road , Mount Lavinia .S.T.C",6.8948227,79.8547493,Cargills,Colombo,03-03-2025
1133,24861.97,FC WARAKAPOLA,"97 , Kandy  Road , Warakapola",7.2285555,80.200415,Cargills,Kegalle,03-03-2025
1137,16942.98,FC MUTUWAL,"54 /1 , Centre  Road, Mattakkuliya .",6.9716722,79.8786833,Cargills,Colombo,03-03-2025
1138,9889.89,FC EMBILIPITIYA,"51 , Nonagama   Road , Embilipitiya .",6.3162324,80.8433145,Cargills,Ratnapura,03-03-2025
1139,7876.34,FC BALANGODA,"157 , Old Road , Balangoda .",6.6478307,80.7002674,Cargills,Ratnapura,03-03-2025
1145,5015.17,FC MARADANA,"585 , Maradana  Road , Maradana .",6.9240228,79.8686059,Cargills,Colombo,03-03-2025
1146,7882,FC VAVUNIYA,"137, Kandy Road , Vauniya .",8.7497702,80.4965416,Cargills,Vavuniya,03-03-2025
1148,21394.75,FC JAFFNA,"No.420, Hospital Road,Jaffna.",9.6652238,80.0137285,Cargills,Jaffna,03-03-2025
1150,4483.88,FC HAMBANTOTA,"Thissa Road,  Hambanthota.",6.1283566,81.1258669,Cargills,Hambantota,03-03-2025
1153,72125.51,FC DICKWELLA,"52, Mahawela Road , Dickwella.",5.9716762,80.6951041,Cargills,Matara,03-03-2025
1155,6438.25,FC AMBALANTHOTA,"No 129, Jayantha Building, Tangalle Road, Ambalantota.",6.1225999,81.0237594,Cargills,Hambantota,03-03-2025
1157,14264.33,FC PILIMATALAWA,"178, Colombo Road , Pilimathalawa.",7.265568,80.5558208,Cargills,Kandy,03-03-2025
1158,37944.81,FC DAMBULLA,"643, Anuradhapura Road,  Dambulla",7.874217,80.6511287,Cargills,Matale,03-03-2025
1159,17823.75,FC AKURANA,"281, Matale Road , Akurana.",7.3693372,80.6173431,Cargills,Kandy,03-03-2025
1162,34568.17,FC TRINCOMALEE,"No.190, Thirugnanasampanthan Street, Trincomalee.",8.5873638,81.2152121,Cargills,Trincomalee,03-03-2025
1164,25967.72,FC HATTON,"171, Dimbulla Road  ,  Hatton.",6.8927975,80.5972816,Cargills,Nuwara Eliya,03-03-2025
1169,5092.79,FC TANGALLE,"No.4,Mahawela Rd,  Tangalle.",6.0257603,80.758582,Cargills,Hambantota,03-03-2025
1170,13487.24,FC KUNDASALE,"Bamunupola Watta,  Kundasale.",7.2802929,80.6740597,Cargills,Kandy,03-03-2025
1186,15624.84,FC EHELIYAGODA,"No.44, Main Street , Eheliyagoda",6.8485638,80.26001,Cargills,Ratnapura,03-03-2025
1187,13768.32,FC KARAPITIYA,"Namal Traders, Karapitiya.",6.0705817,80.2251603,Cargills,Galle,03-03-2025
1188,10971.15,FC GAMPOLA,"No.8/8, Nawalapitiya Road, Gampola.",7.0558093,80.5345494,Cargills,Kandy,03-03-2025
1199,7685.6,FC MAWANELLA,"No.22/C ,Kandy Road   Mawanella.",7.2521971,80.4493629,Cargills,Kegalle,03-03-2025
1201,22218.45,EX MATARA,"No. 1,  Bus Stand Site, Matara",5.9496309,80.5468529,Cargills,Matara,03-03-2025
1278,51803.67,FC KULIYAPITIYA,"No. 183 , Hettipola Road , Kuliyapitiya",7.472876,80.0443989,Cargills,Kurunegala,03-03-2025
1279,47810.67,FC BANDARAGAMA,"No. 51 , Panadura Road , Bandaragama .",6.6993724,80.379375,Cargills,Ratnapura,03-03-2025
1281,48560.44,FC PANNALA,"No. 33, Kuliyapitiya Road,  Pannala.",7.3323183,80.0278438,Cargills,Kurunegala,03-03-2025
1286,5592.62,FC DHARGA TOWN,"No. 321/3,  Main Street,  Dhargatown",6.4447452,80.0168602,Cargills,Kalutara,03-03-2025
1288,7716.47,FC BATTICALOA,"No. 67, St. Anthonys Street,  Batticaloa",7.7141071,81.6961912,Cargills,Batticaloa,03-03-2025
1289,32438.56,FC NAWALAPITIYA,"No. 51, Gampola Road,  Nawalapitiya.",7.2622176,80.5929912,Cargills,Kandy,03-03-2025
1291,30,FC DICKMANS ROAD,"No. 15, Dickmans Road , Bambalapitiya.",6.8867474,79.8588715,Cargills,Colombo,03-03-2025
1292,4483.88,FC GRANDPASS,"No. 130/C,  Layards Broadway,  Granpass,  Colombo  14.",6.9443444,79.8670732,Cargills,Colombo,03-03-2025
1294,12249.51,FC AMPARA,"Reegal Cinama ,  Nidahas Mawatha , Ampara.",7.3017563,81.6747295,Cargills,Ampara,03-03-2025
1297,18328,FC MONERAGALA,"No. 105, Wellawaya Road,  Monaragala",6.8716513,81.3512451,Cargills,Moneragala,03-03-2025
1298,34050.99,FC IPALOGAMA,"Ranajayapura, Ipalogama.",8.0719177,80.546471,Cargills,Anuradhapura,03-03-2025
1301,20233.51,EX MALIGAWATTE,"301, Pradeepa Mawatha, Colombo 10",6.9347204,79.8685915,Cargills,Colombo,03-03-2025
1303,3799.39,EX ALEXANDRA PLACE,"75, C.W.W. Kannangara Mw. Colombo 7",6.9166038,79.8649075,Cargills,Colombo,03-03-2025
1305,23443.01,EX HAVELOCK ROAD,"323, Havelock Rd. Coombo 6",6.8824961,79.8696014,Cargills,Colombo,03-03-2025
1308,18068.87,EX BAMBALAPITIYA,"762, Galle Rd. Colombo 4",6.8948227,79.8547493,Cargills,Colombo,03-03-2025
1316,18068.87,EX TRINCOMALEE,Linganagar Service station (MPCS),8.5768576,81.2098826,Cargills,Trincomalee,03-03-2025
1319,23020.63,EX DIGANA,"Methsiripaya, New Town, Rajawella, Digana.",7.2963549,80.7301035,Cargills,Kandy,03-03-2025
1320,16245.5,EX ROYALPARK,"No.115, Lake Drive, Rajagiriya",6.9065768,79.8871277,Cargills,Colombo,03-03-2025
1321,14640.75,EX KURUWITA,"No 96, Main Road, Kuruwita,",6.7739916,80.3676071,Cargills,Ratnapura,03-03-2025
1322,30858.19,EX RUWANWELLA,"No.114, Main Street, Ruwanwella.",7.0458735,80.2537063,Cargills,Kegalle,03-03-2025
1323,14640.75,EX TRILLIUM RESIDENCE,"No. 153, Elvitigala Mawatha, Colombo 08",6.9038765,79.8781829,Cargills,Colombo,03-03-2025
1324,10145.79,EX ALAWWA,"No. 151, Giriulla Road,Alawwa.",7.2467402,80.1290871,Cargills,Gampaha,03-03-2025
1326,31095.52,EX KOTIYAKUBURA,"No. 146, Ruwanwella Road, Kotiyakumbura.",7.1243401,80.2871828,Cargills,Kegalle,03-03-2025
1327,25469.18,EX SUWARAPOLA,"No. 428, Moratuwa Rd, Suwarapola, Piliyandala.",6.7972669,79.9099368,Cargills,Colombo,03-03-2025
1331,14896.31,EX BENTOTA,"No. 118, Pahurumulla, Galle Road, Bentota",6.4255312,79.997709,Cargills,Galle,03-03-2025
1335,27208.03,EX GALGAMUWA,"No. 37, Anuradhapura Road, Galgamuwa",7.9864944,80.2878794,Cargills,Kurunegala,03-03-2025
1338,37549.92,EX MALWANA,"No.52/10/A Main Street, Malwana",6.9478313,80.0152972,Cargills,Gampaha,03-03-2025
1339,18464.66,EX MIDDENIYA,"Liyanage Building, Weeraketiya Road, Middeniya.",6.2456851,80.7655493,Cargills,Hambantota,03-03-2025
1341,28867.58,EX MELSIRIPURA,"Cargills Food City Express, Dambulla Road , Melsiripura",7.6449706,80.5077237,Cargills,Kurunegala,03-03-2025
1342,3790.47,EX NELLIYADI,"No.163, Jaffna Road, Nelliyady.",9.7980091,80.1779516,Cargills,Jaffna,03-03-2025
1343,16867.69,EX BELIATTA,"No. 52, Tangalle Road, Beliatta",6.036083,80.744546,Cargills,Hambantota,03-03-2025
1349,16765.6,EX KARANDENIYA,"No.343, MAHAHENDHANDA, KARANDENIYA",6.2703717,80.0913687,Cargills,Galle,03-03-2025
1350,20690.6,EX MATALE ROSE ST,"No. 1/15, Rose Street,Matale.",7.4709328,80.623242,Cargills,Matale,03-03-2025
1352,79860.57,EX SOUTHERN HIGHWAY A,"Cargills Food City Express A ,Canowin Arcade ,Welipenna Rest area.",6.4683752,80.0795258,Cargills,Kalutara,03-03-2025
1353,44532.41,EX SOUTHERN HIGHWAY B,"Cargills Food City Express B,Canowin Arcade,Welipenna Rest area.",6.4683752,80.0795258,Cargills,Kalutara,03-03-2025
1355,12923.54,EX ERIYAGAMA,"No.180, Colombo road, Eiryagama.",6.9462153,79.9892034,Cargills,Colombo,03-03-2025
1357,9438.49,EX AMPITIYA,"No. 63 Kandy Road,Ampitiya.",7.2690783,80.6648328,Cargills,Kandy,03-03-2025
1360,3926,EX GELIOYA,"No,35/D, Peradeniya Road,Gelioya.",7.2816136,80.6209311,Cargills,Kandy,03-03-2025
1364,8737.28,EX DEANS ROAD,"No. 153, Deans Road,Colombo 10",6.922196,79.8645896,Cargills,Colombo,03-03-2025
1366,33408.28,EX HABARADUWA,"Dassana Building,Galle Road,Habaraduwa.",5.9936463,80.2688039,Cargills,Galle,03-03-2025
1368,12669.37,EX GODAKAWELA,"Main Street, Godakawela.",6.5041545,80.6528607,Cargills,Ratnapura,03-03-2025
1370,22390.66,EX HIKKADUWA,"No. 162 Galle Road,Hikkaduwa",6.115667,80.1200582,Cargills,Galle,03-03-2025
1371,8641.28,EX WATTEGAMA,"No. 31, Matale Road, Wattegama",7.3693372,80.6173431,Cargills,Kandy,03-03-2025
1372,10606.82,EX DERANIYAGALA,"No. 58, Dehiowita Road,Deraniyagala",6.9349198,80.3380213,Cargills,Kegalle,03-03-2025
1375,8291.78,EX BUTTALA,"No. 36, Monaragala Road,Buttala.",6.7589233,81.2491298,Cargills,Moneragala,03-03-2025
1377,6152.94,EX IBBAGAMUWA,"No. 5, Dambulla Road, Ibbagamuwa.",7.5451185,80.445106,Cargills,Kurunegala,03-03-2025
1379,8874.78,EX GINIGATHHENA,"No.120/1 ,Nawalapitiya Road,Ginigathhena",7.0558093,80.5345494,Cargills,Kandy,03-03-2025
1381,82557.79,EX HABARANA,"No. 72,Trincomalee  Road,Habarana.",8.0322147,80.7519272,Cargills,Anuradhapura,03-03-2025
1383,7686.47,EX MADAWACHCHIYA,"No. 102, Jaffna Road,Medawachchiya.",8.5410253,80.4880392,Cargills,Anuradhapura,03-03-2025
1385,22268.29,EX DENIYAYA,No. 04 Pallegama Road Deniyaya.,6.3159694,80.5171662,Cargills,Matara,03-03-2025
1386,6680.82,EX RAMBUKKANA,"No 57, Mawanella Road,Rambukkana.",7.3300102,80.4111999,Cargills,Kegalle,03-03-2025
1387,25077.09,EX KATUGODA,"No. 1/389, Matara Road,Katugoda, Galle",6.0330145,80.2390163,Cargills,Galle,03-03-2025
1393,27681.24,EX MULLAITTIVE,"No 197, P.W.D.Road , Mullathiv",7.873054,80.771797,Cargills,Matale,03-03-2025
1394,4559.38,EX GALAGEDARA,"No. 200/C Hospital Junction, Galagedara.",7.3727606,80.5244948,Cargills,Kandy,03-03-2025
1411,17028.96,FC DUPLICATION,"No. 450 E, R A De Mel Mawatha, Colombo 03",6.9024028,79.8545389,Cargills,Colombo,03-03-2025
1412,4391.44,FC PALMADULLA,"No.115, Rathnapura road, Pelmadulla.",6.8791262,80.2429977,Cargills,Ratnapura,03-03-2025
1419,27305.85,FC JAWATTA,"No 60, Jawatta Road, Thimbirigasyaya.",6.8949964,79.8667069,Cargills,Colombo,03-03-2025
1422,2226.94,FC MANIPPAY,"No. 120 Jaffna Road, Manipay.",9.7232349,79.9973669,Cargills,Jaffna,03-03-2025
1424,5253.22,FC KALMUNEI,No. 1034/1 Kalmunai 14,7.4143831,81.8306334,Cargills,Ampara,03-03-2025
1425,7014.72,FC AKKARAIPATHTHU,"No.143/B 1, Kalmunai road, Akkaraipattru.",7.2268544,81.8505496,Cargills,Ampara,03-03-2025
1428,11075.81,FC WARIYAPOLA,"No. 107, Kurunegala Road, Wariyapola.",7.6239144,80.2433145,Cargills,Kurunegala,03-03-2025
1429,13742.12,FC BATTICALOA 02,"No.03, Gnanasooriyam Square, Trinco Road, Batticaloa.",7.7298995,81.6742784,Cargills,Batticaloa,03-03-2025
1430,8106.31,FC GALEWELA,"No. 210, Kalawewa Junction, Galewala",7.7565045,80.5771737,Cargills,Matale,03-03-2025
1431,8691.5,FC KILINOCHCHI,"No. 7-10 Anthoneypillai Building, Karadibokku, Kilinochchi.",9.4061536,80.4082787,Cargills,Kilinochchi,03-03-2025
1432,13532.97,FC KANNATHTHIDI,"No. 54, Kannathiddy Road, Jaffna",9.6711487,80.0115901,Cargills,Jaffna,03-03-2025
1433,9796.45,FC NORRIS CANAL,"No. 25,   Norris Canal Road , Colombo 10",6.9223969,79.8659984,Cargills,Colombo,03-03-2025
1434,30093.69,FC KADURUWELLA,"No. 896, Batticaloa Road, Kaduruwela",7.9353523,81.0180545,Cargills,Polonnaruwa,03-03-2025
1435,11510.38,FC WELIMADA,"No. 11 Boralanda Road, Welimada",6.903517,80.91281,Cargills,Badulla,03-03-2025
1439,21623.03,FC POTHUVIL,"Kaleej Front Building”, Main Street, Pothuvil.",6.8752706,81.8306334,Cargills,Ampara,03-03-2025
1443,6201.94,FC PUTTALUM,"No. 97B, Kurunagala Road, Puttalam.",7.3595985,80.3066891,Cargills,Kurunegala,03-03-2025
1444,30287.23,FC GALLE 02,"No. 10/8, Wakwella Road, Galle",6.035213,80.2171656,Cargills,Galle,03-03-2025
1446,7261.68,FC WARD PLACE,"No. 48, Ward Place, Colombo-07",6.9160121,79.8701693,Cargills,Colombo,03-03-2025
1448,1595.97,FC ERAVUR,"No. 42,44, Main street, Eravur",7.7768972,81.6042028,Cargills,Batticaloa,03-03-2025
1453,4249.7,FC SAMANTHURAI,"No. 32/2, Ampara Road,Viliniyady Junction,Sammanthurai.",7.3633212,81.7977421,Cargills,Ampara,03-03-2025
1455,4391.58,FC CHUNNAKAM,"No. 91, K. K. S. Road, Chunnakam.",9.7434617,80.0274205,Cargills,Jaffna,03-03-2025
1457,12534.37,FC THISSAMAHARAMA,"No. 142, Hambantota Road, Thissamaharama",6.2791538,81.2876691,Cargills,Hambantota,03-03-2025
1459,39033.89,FC AKURESSA,"No.83 Matara Road,Akuressa",6.0968214,80.4770544,Cargills,Matara,03-03-2025
1460,7173.72,FC KATUGASTOTA2,"No. 452, Katugastota road, kandy",7.3212616,80.6275089,Cargills,Kandy,03-03-2025
1464,9081.09,FC PALLEKELE,"No. 396, Digana Road, Pallekele",7.295006,80.7344557,Cargills,Kandy,03-03-2025
1466,21369.13,FC AMBALANGODA2,"No. 37, New Road, Ambalangoda.",6.2441521,80.0590804,Cargills,Galle,03-03-2025
1467,18747.14,FC GATAMBE,"No.496, Gatambe, Peradeniya.",7.2707766,80.6048083,Cargills,Kandy,03-03-2025
1469,30435.64,FC WELIGAMA,"No. 454,Old Galle Road,Weligama.",5.9773782,80.4288487,Cargills,Matara,03-03-2025
1470,9702.15,FC WELLAWAYA,"No. 32 Hambanthota Road,Wellawaya.",6.731289,81.1019688,Cargills,Moneragala,03-03-2025
1471,8635.19,FC COTA ROAD,"No. 260, N.M Perera Mawatha, Cota Road, Colombo 08",6.9113889,79.8866667,Cargills,Colombo,03-03-2025
1475,30192.82,FC MATHUGAMA,"No. 93, Kalutara Road,Mathugama",6.5241762,80.0862699,Cargills,Kalutara,03-03-2025
1481,5155.09,FC MATALE2,"No. 666,Trincomalee street,Matale",7.467465,80.6234161,Cargills,Matale,03-03-2025
1484,2928.1,FC MARINE CITY,"No 46, Station Road,Dehiwala.",6.8509933,79.8625996,Cargills,Colombo,03-03-2025
1490,4811.28,FC NARAMMALA,"No. 161, Negombo Road,Narammala.",7.427258,80.2140717,Cargills,Kurunegala,03-03-2025
1497,29715.62,FC DEMATAGODA 02,"DEMATAGODA , Sri Lanka",6.9352993,79.8807831,Cargills,Colombo,03-03-2025
1498,22281.74,FC KURUNEGALA 03,"Cargills food city No.200/Colombo road,Kurunegala - 03",7.4817695,80.3608876,Cargills,Kurunegala,03-03-2025
1545,33571.95,FC GLORIOUS RESIDENCE,"No.167 Bandaranayeka Rd,Colombo 12",6.9381743,79.8604831,Cargills,Colombo,03-03-2025
1546,13238.34,FC RATNAPURA 03,"No.496 Colombo Rd, Weralupa, Rathnapura",6.6898851,80.3909164,Cargills,Ratnapura,03-03-2025
1548,27197.55,FC BIYAGAMA,"No.452, New Kandy Rd, Biyagama",6.9390215,79.9871152,Cargills,Gampaha,03-03-2025
1549,21605.89,FC BOMIRIYA,"BOMIRIYA, Sri Lanka",6.9344434,79.9961936,Cargills,Colombo,03-03-2025
1550,2194.64,FC MATARA 02,"No. 28,37 ,Araliya Mawatha ,Kotuwegoda ,Matara.",5.9430934,80.5543934,Cargills,Matara,03-03-2025
1555,11929.09,FC BLOEMENDHAL,"BLOEMENDHAL, Sri Lanka",6.9529494,79.8702837,Cargills,Colombo,03-03-2025
1559,40726.55,FC ANURADHAPURA 02,"No.46 Maithreepala Senanayeke Mawathe,Anuradapura",8.3113518,80.4036508,Cargills,Anuradhapura,03-03-2025
1567,1699.06,FC KEGALLE 02,"No: 75/10, Hitinawatta Rd, Nidahas Mw, Kegalle",7.2511422,80.341834,Cargills,Kegalle,03-03-2025
1571,40336.45,FC DAMBULLA 02,"No.166, Kurunegala Rd, Dambulla",7.8681306,80.6455959,Cargills,Matale,03-03-2025
1576,15064.11,FC RATHNAPURA 02,"No.111, Inner Circular Road ,Rathnapura",6.6824903,80.4052517,Cargills,Ratnapura,03-03-2025
1579,35534.22,FC MIRISSA,"Mahawaththa,  Galle Road, Mirissa.",5.948262,80.4715866,Cargills,Matara,03-03-2025
1584,27918.99,FC MAHIYANGANAYA,"NO.113,TILE FACTORY RD,MAHIYANGANAYA",7.3410759,80.9935897,Cargills,Badulla,03-03-2025
1589,9976.85,FC ALUTHGAMA 02,"No:107 or 107/3, Galle Rd, Kaluwamodara, Aluthgama",6.4402017,79.9942713,Cargills,Kalutara,03-03-2025
1592,3926,FC PILIMATHALAWA 02,"No. 231 ,Urapola, Pilimathalawa.",7.2640563,80.5389834,Cargills,Kandy,03-03-2025
1594,15905.08,FC JAYA ROAD,"No.1594, Food City Jaya Road, Colombo 04",6.88653,79.8549241,Cargills,Colombo,03-03-2025
1597,9496.97,FC RAMBUKKANA,"No:35,DM Dissanayake Kumarathunga Mawatha, Rambukkana",7.3135237,80.3881333,Cargills,Kegalle,03-03-2025
1600,3926,EX GALAHA ROAD,"No. 24 ,Galaha Road ,Peradeniya.",7.2583458,80.599485,Cargills,Kandy,03-03-2025
1607,7064.28,FC GAMPOLA 02,"GAMPOLA , Sri Lanka",7.1635434,80.5702443,Cargills,Kandy,03-03-2025
1608,40215.98,FC KOLLUPITIYA 02,"No. 271/1 ,Galle Road ,Colpetty",6.9097726,79.8501472,Cargills,Colombo,03-03-2025
1614,7143.72,FC KOLONNAWA 02,"KOLONNAWA , Sri Lanka",6.9283596,79.8949946,Cargills,Colombo,03-03-2025
1616,29208.95,FC POLONNARUWA,"No.13, f1, Hospital Junction, Polonnaruwa",7.9426827,81.0116445,Cargills,Polonnaruwa,03-03-2025
1619,12956.97,FC KULIYAPITIYA 02,"KULIYAPITIYA , Sri Lanka",7.472123,80.0446221,Cargills,Kurunegala,03-03-2025
1650,35203.75,FC W. A. SILVA MAWATHA,"W. A. SILVA MAWATHA, Sri Lanka",6.8765025,79.8652516,Cargills,Colombo,03-03-2025
1651,27901.01,FC KARAPITIYA 02,"KARAPITIYA , Sri Lanka",6.0705817,80.2251603,Cargills,Galle,03-03-2025
1655,17091.67,FC WALGAMA,"WALGAMA, Sri Lanka",5.9463714,80.5132818,Cargills,Matara,03-03-2025
1659,14690.99,FC MATALE 03,"MATALE , Sri Lanka",7.467465,80.6234161,Cargills,Matale,03-03-2025
1661,7789.56,FC GREEN PATH,"GREEN PATH, Sri Lanka",6.9117245,79.8614617,Cargills,Colombo,03-03-2025
1663,21469.82,FC KIRIBATHKUMBURA,"KIRIBATHKUMBURA, Sri Lanka",7.2679259,80.5749643,Cargills,Kandy,03-03-2025
1664,28369.71,FC THANIPOLGAHA JUNCTION,"THANIPOLGAHA JUNCTION, Sri Lanka",6.0459387,80.2252201,Cargills,Galle,03-03-2025
1667,8083.24,FC AVISSAWELLA 02,"AVISSAWELLA , Sri Lanka",6.9543289,80.2045768,Cargills,Colombo,03-03-2025
1669,39570.26,FC BADULLA 02,"BADULLA , Sri Lanka",6.9934009,81.0549815,Cargills,Badulla,03-03-2025
1670,3831.69,FC MATHUGAMA 02,"MATHUGAMA , Sri Lanka",6.5219432,80.1136852,Cargills,Kalutara,03-03-2025
1671,24460.85,FC MAWATHAGAMA,"MAWATHAGAMA, Sri Lanka",7.4321631,80.4437781,Cargills,Kurunegala,03-03-2025
1672,26984.57,FC SLAVE ISLAND,"SLAVE ISLAND, Sri Lanka",6.9257119,79.8503314,Cargills,Colombo,03-03-2025
1676,3926,FC BAUDDHALOKA MAWATHA,"BAUDDHALOKA MAWATHA, Sri Lanka",6.9018407,79.8692882,Cargills,Colombo,03-03-2025
1678,48723.45,FC KOTHALAWALA,"KOTHALAWALA, Sri Lanka",6.9194938,79.9780178,Cargills,Colombo,03-03-2025
1680,25869.87,FC KURUNEGALA 04,"KURUNEGALA , Sri Lanka",7.4817695,80.3608876,Cargills,Kurunegala,03-03-2025
1695,39666.56,FC BIBILA,"BIBILA, Sri Lanka",7.162409,81.22159,Cargills,Moneragala,03-03-2025
1697,9563.09,FC TANGALLE 02,"TANGALLE , Sri Lanka",6.0243383,80.7940726,Cargills,Hambantota,03-03-2025
1717,30927,EX POOJAPITIYA,"No 6/1/C, Owissa Road, Poojapitiya.",7.3813156,80.5867633,Cargills,Kandy,03-03-2025
1718,22004.63,EX AHANGAMA,"No.55/A,Galle Road, Piyadigama, Ahangama.",5.97329,80.4103,Cargills,Matara,03-03-2025
1724,20594.87,EX NELUWA,"No. 10, Sawijaya Building, Dellawa Road, Galle.",6.0328948,80.2167912,Cargills,Galle,03-03-2025
1726,3295.03,EX ANAMADUWA,"No 106, Puttalama Road, Anamaduwa.",7.8768056,80.0117638,Cargills,Puttalam,03-03-2025
1727,25476.67,EX MAGGONA,"No. 396/5, Galle Road, Maggona",6.5094589,79.9819466,Cargills,Kalutara,03-03-2025
1728,6069.82,EX ASCON RESIDENCE,"No. 608-1/35, Dr. Danister de Silva Mawatha, Dematagoda.",6.9379638,79.878569,Cargills,Colombo,03-03-2025
1735,6796.24,EX MALKADUWAWA,"FOOD CITY  EXPRESS –MALKADUWAWA,Molawatta, Malkaduwawa,Kurunegala.",7.4778098,80.3383375,Cargills,Kurunegala,03-03-2025
1736,9914.41,EX KATARAGAMA,"No 53/1/1/2, Sella Road, Kataragama.",6.4135463,81.3325679,Cargills,Moneragala,03-03-2025
1738,3926,EX KALMUNAI,"Cargills Food City, Saindhamaruthu, Kalmunai",7.4137924,81.8272433,Cargills,Ampara,03-03-2025
1739,7212.11,EX MAKULUDUWA,"No 16 B,Makuluduwa,Piliyandala.",6.8138371,79.9359634,Cargills,Colombo,03-03-2025
1741,26234.09,EX MANNAR,"No Road 01 ,Pallimulei Mannar",8.9809743,79.9044149,Cargills,Mannar,03-03-2025
1743,14801.86,EX KEKIRAWA,"No 15, Malawa Village,Central Road, Kekirawa",8.042103,80.593833,Cargills,Anuradhapura,03-03-2025
1745,2584.34,EX RAHULA JUNCTION,"No. 39,Perera MW,Buthgamuwa Rd,Rajagiriya",6.9235507,79.9136433,Cargills,Colombo,03-03-2025
1746,10981.36,EX MALIGAWATTE2,"No.227, Saddharma Mawatha, Maligawatte, Colombo 10",6.9347092,79.8674354,Cargills,Colombo,03-03-2025
1749,3374.77,EX ALADENIYA,"No. 418/A, Kurunegala Road,Aladeniya,Werallagama – Kandy.",7.3316371,80.5699329,Cargills,Kandy,03-03-2025
1756,10412.84,EX BINDUNUWEWA,"Cargill Food City - Express, HILL SIDE, BINDUNUWEWA",6.8431887,81.002301,Cargills,Badulla,03-03-2025
1759,18933.61,EX MARADANA 02,"205 1/1 ,Maradana Road ,Colombo 10.",6.930624,79.8624312,Cargills,Colombo,03-03-2025
1760,8379.88,EX THALDUUWA,"No. 499/A, Thalduwa, Avissawella",6.9590765,80.2235468,Cargills,Kegalle,03-03-2025
